EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,DAYS_EMPLOYED,PAYMENT_RATE,INSTAL_DPD_MEAN,NAME_EDUCATION_TYPE_Higher_education,CODE_GENDER,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,DAYS_BIRTH,PREV_CNT_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_SUM,APPROVED_AMT_DOWN_PAYMENT_MAX,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,INSTAL_PAYMENT_PERC_MEAN,OWN_CAR_AGE,AMT_ANNUITY,BURO_DAYS_CREDIT_MEAN,CC_CNT_DRAWINGS_CURRENT_MEAN,PREV_APP_CREDIT_PERC_MIN,SK_ID_CURR
0.5884877883422673,0.4678898565771255,,-523.0,0.0483384164455182,0.1864406779661017,False,1,,-11311,17.666666666666668,480855.15,25785.0,0.25,0.9491525423728814,6.0,27459.0,-659.0,,0.8347152126892574,312648
0.3807996826489149,0.7109429033105122,0.23172121911233,-301.0,0.0407272727272727,0.5,False,1,,-8376,18.0,73395.0,,0.0,0.8333333333333334,19.0,20160.0,-506.5,,1.0,325351
0.3001077565791181,0.2265988359266469,,-2087.0,0.0482654600301659,0.0,False,0,,-16558,12.0,180352.035,8887.5,0.0,1.0,,40320.0,-1926.0,,0.8905269761606023,149905
0.3842068130556564,0.586993590483794,,-796.0,0.0355757575757575,0.1666666666666666,False,1,,-13784,27.5,1025166.915,13500.0,0.125,1.0599271019922305,6.0,31698.0,-976.4,,0.9099181073703366,379890
0.6940926425266661,0.3807797202144939,,-3798.0,0.0397769637241871,0.0,False,0,,-11923,8.0,319207.59,6502.5,0.0,1.0,14.0,44172.0,-1482.3333333333333,0.0,0.9044708467825012,348437
0.8463780633178121,0.6350835951001423,0.6664380357902348,-283.0,0.0727625495376486,0.0,False,1,0.1466666666666666,-15883,32.0,1689743.79,47250.0,0.1428571428571428,1.0204130631977908,,39658.5,-2035.0,0.1466666666666666,0.0,397266
0.6212263380626669,0.5998452166563009,,,0.0597706322356373,0.0,False,1,0.0,-21770,0.0,287715.555,17995.5,0.0,1.0,,34663.5,-1357.6666666666667,0.0125,1.1108333333333331,385481
0.7713615919194317,0.5256682412183037,0.2768154788740766,-737.0,0.0678581703107019,0.4230769230769231,False,1,0.0638297872340425,-11209,19.0,346992.66,4959.0,0.25,1.2630299428202083,,8491.5,-1046.5,0.0631578947368421,0.7523548707454332,193678
0.5884877883422673,0.6372701063773061,0.4172336543431802,-3570.0,0.0547112957081195,0.0,False,1,,-11097,17.2,369944.145,6750.0,0.0,1.0,14.0,15115.5,-862.0,,0.8246249353336782,375183
0.4632753280912678,0.6587231850818318,,,0.0398351648351648,0.0,False,1,,-21020,24.0,151680.42,0.0,0.0,1.0,,28840.5,-1028.7,,0.8256247451505796,181361
,0.506922530988538,0.1308438487985292,-469.0,0.0275,1.4666666666666666,False,0,,-9707,8.0,140422.365,10350.0,0.25,0.8666666666666667,4.0,18562.5,,,0.919095691738945,291351
0.2622489709189549,0.0474157199510325,,-228.0,0.0514125,0.0,False,0,,-13874,3.5,257639.175,0.0,0.0,1.0,17.0,18508.5,-978.0,0.0,0.9498335710889206,121630
0.7062051096536562,0.2530904327388068,0.4269016778949099,-1061.0,0.0862960568842921,0.1428571428571428,True,0,,-10689,10.0,276662.565,2250.0,0.0,0.9523809523809524,12.0,24030.0,-963.0,,0.7995700773860706,152567
0.1153866620073356,0.6961681748129628,,-5640.0,0.029356,0.1183431952662721,True,1,0.031578947368421,-14460,6.666666666666667,1021065.075,11065.5,0.0,0.9881656804733728,,33025.5,-528.0,0.2,0.0,151283
0.8128226070575616,0.6457737126667824,,,0.0562686567164179,0.0,False,0,0.0,-21977,12.0,276494.175,6750.0,0.0,1.0,18.0,16965.0,-1687.4,0.0109890109890109,0.0,102690
0.7490217048463391,0.3949524845043117,,,0.0512808748183834,0.2758620689655172,False,1,0.6388888888888888,-15813,30.0,1354786.65,4657.5,0.5,0.9448275862068966,,30177.0,-1908.3333333333333,0.6388888888888888,0.0,225576
0.1473459180275725,0.3720949313505818,,-5640.0,0.0544653705953827,8.25,False,0,,-13685,12.0,60076.170000000006,5850.0,0.0,0.8125,,32274.0,-814.8571428571429,,1.145413870246085,386666
0.501075160239048,0.6324544460614582,0.5834014446196237,-764.0,0.0398283875580979,0.0,False,1,,-17016,12.8,1208074.635,6255.0,0.0,1.0,,30078.0,-1185.4545454545455,0.0,0.0,396214
0.2866524828090694,0.7178759895179878,0.3989310466064766,-3141.0,0.04864,0.7368421052631579,False,1,,-13663,13.333333333333334,371128.545,5346.0,0.0,0.8947368421052632,,21888.0,-1020.1333333333332,,1.0,121356
0.4740512892789932,0.5793552203874499,0.7009936718900331,-1447.0,0.05,0.0,True,1,,-17364,23.0,274890.06,0.0,0.0,1.0,,18000.0,-1259.5,,0.9332680737274376,444236
0.8425892767430772,0.623216763288328,0.6312857008689821,-99.0,0.1066433240832138,0.4166666666666667,True,0,,-11057,10.0,314718.21,44856.0,0.0,1.3498881988988265,,25767.0,-2486.0,,1.166584743580741,383822
0.2009260877159709,0.6316763652160828,,-513.0,0.0794501822600243,0.0,False,1,,-15213,12.22222222222222,1372674.195,15084.0,0.2307692307692307,1.2166350437187694,,23539.5,-1353.75,0.0,0.8459974117212054,357342
0.2127563054543414,0.540102707255089,0.7389160357375714,-4150.0,0.05,,True,1,,-14371,,,,,,,31500.0,-1021.2222222222222,,,341167
0.5797274227921155,0.1351439937624087,,-158.0,0.0530419785703801,0.0,True,1,,-8943,5.0,130883.445,10680.75,0.0,1.0,,26019.0,-1025.5,,0.9498239928479634,201755
0.5370699579791587,0.5888001890253446,,-2028.0,0.0482779168156358,0.3866666666666666,False,1,,-18255,43.6,2938689.99,5017.5,0.2222222222222222,1.231379733861484,,36459.0,-1285.375,,0.8732099196646874,103317
,0.2365910535258154,,-487.0,0.07958,13.0,False,0,,-13539,6.0,32985.0,0.0,0.0,0.7382456140350877,,17905.5,,,0.8462757527733756,426909
,0.3313382282004527,,-2980.0,0.0578045772235165,0.2666666666666666,False,0,,-13816,7.333333333333333,271427.175,17995.5,0.0,1.0,,18981.0,,0.0,0.8364001338240215,249079
0.3807996826489149,0.6450230228904115,0.4973178435663456,-374.0,0.0293823038397328,0.04,False,0,,-10683,18.0,429638.13,0.0,0.0,1.0,,26136.0,-1468.0,,0.8632563218783059,397503
0.4223696523543468,0.5449059084646412,0.2640286830731738,-232.0,0.079,0.0,False,0,,-9095,10.666666666666666,330919.65,4500.0,0.0,1.2478779856702136,,28084.5,-525.6666666666666,,1.0,182184
0.6279908192952864,0.2858978721410488,,-203.0,0.032405,0.0,False,1,,-16276,39.0,341482.95,5400.0,0.25,1.0,10.0,29164.5,-1048.5555555555557,,1.0,141267
0.3774042489507649,0.5856835312511854,0.5548491514988113,,0.0264626846736711,,True,0,,-19361,,,,,,7.0,41301.0,-107.0,,,410169
,0.8031973859453472,0.7790100749830269,-5258.0,0.0360466774831957,0.0,True,0,,-17660,24.0,834141.78,1957.5,0.0,1.0,3.0,36391.5,,,0.8927614898403743,229826
0.6594055320683344,0.6996811563030108,0.4303545983681777,-826.0,0.0413425,0.0,False,1,,-15654,10.0,998364.6,83700.0,0.0909090909090909,1.0,,74416.5,-1125.6153846153843,,0.7853148553367372,398456
,0.5247575913808267,,,0.0428008595988538,0.1034482758620689,True,1,,-23976,33.0,727634.88,67500.0,0.0,0.9655172413793104,,12906.0,,,0.8732099196646874,174500
0.5028782772082183,0.4949014466737079,0.7583588007176049,-1349.0,0.0304684210526315,0.0,True,0,,-13582,11.0,84633.255,5845.5,0.0,1.0,2.0,26050.5,-1134.5,,1.1111111111111112,401152
0.5442347412142162,0.6719078930578678,0.1773102389298364,-721.0,0.0662,0.0,False,0,,-9649,9.0,275573.655,0.0,0.25,1.0,15.0,14895.0,-336.0,,1.0,276418
,0.4155145583893536,0.1090873384980606,-1035.0,0.0292361111111111,0.5,False,0,,-11344,15.0,425441.745,13563.0,0.1666666666666666,0.9166666666666666,,28417.5,,,0.9003149898091533,275490
,0.1462400997214515,,,0.0293989983305509,0.8153846153846154,False,0,0.0,-22299,9.6,445671.27,2475.0,0.0,0.8615384615384616,,23773.5,-1327.0,13.75,0.9380863039399624,441615
0.7136313997323308,0.3428107270612849,,-2598.0,0.04811,0.0,False,1,,-14566,10.0,126306.36,10462.5,0.0,1.0,,43299.0,-1061.875,,1.1111111111111112,409403
0.7713615919194317,0.6514403949970855,,-3748.0,0.0512230639778335,0.0,False,1,,-17859,9.0,64360.8,3771.0,0.0,1.0,,40680.0,-1415.0,,1.0264641019358,190354
,0.6383662912029129,0.1204466792089806,-1498.0,0.05454,0.3793103448275862,False,0,,-9546,30.153846153846157,261190.665,8851.5,0.7142857142857143,0.896551724137931,,24543.0,,,0.6660272804774083,306548
,0.5113874575644114,0.6757211975435726,-5963.0,0.05164,0.5555555555555556,False,1,,-12518,21.0,512723.385,0.0,0.0,0.8888888888888888,,11619.0,,,0.8709789803739403,455251
0.5495965024956946,0.2111010122584889,,,0.0796302725221315,0.5,False,1,0.1111111111111111,-22212,12.0,186919.56,0.0,0.0,1.0,,16515.0,-1050.6666666666667,0.0833333333333333,0.8833922261484098,363534
0.5190973382084597,0.6636219712202527,,,0.0322304326287978,4.940298507462686,False,1,,-21011,23.666666666666668,1324110.69,2700.0,0.0,0.8418153153925373,,14053.5,-615.2,,0.8347245409015025,431724
0.1963339662134567,0.6629235666085151,,-113.0,0.05,22.25,False,0,,-15123,12.0,160883.685,9247.5,0.0,0.7916666666666666,8.0,33750.0,-752.5,,1.1111411573823688,343600
,0.256866422348574,0.2390115734687721,-1046.0,0.0790017667844523,0.0,False,1,,-11160,11.0,1112015.61,0.0,0.25,1.0,,40243.5,-1606.4444444444443,,0.8225147989385589,389554
0.5638350489514956,0.5133106285921464,0.6736355287183509,-3574.0,0.051271883884483,0.25,False,1,,-15681,9.0,390576.96,42525.0,0.25,1.0,,30838.5,-973.2,,0.0,269392
0.7281412993111438,0.5805112171310491,0.6630003374551307,-3641.0,0.0698202372127501,0.0,False,1,,-14383,6.0,76380.3,0.0,0.0,1.0,,40689.0,-1436.4,,0.9498294200280956,267689
0.3706496323299817,0.7749559415186997,0.8234075426583165,-140.0,0.0452877426435283,0.0,True,1,0.1458333333333333,-20403,42.5,979798.41,0.0,0.4615384615384615,1.0,,59422.5,-1792.7391304347825,0.21875,0.8938148015731141,336696
,0.4524148694445896,0.4287604128454299,-841.0,0.0668273933112548,0.1875,True,0,0.1578947368421052,-10479,24.0,847610.37,0.0,0.0,0.9375,6.0,35050.5,,4.684210526315789,0.8984375,451307
0.3689687382528466,0.1304949341282892,,-775.0,0.0370581597861015,3.324324324324324,True,0,0.0,-11335,12.8,1967159.115,14773.5,0.0,0.9594594594594594,7.0,54387.0,-474.4,55.0,1.0,112996
,0.7372068689775606,,,0.0616578599735799,0.2280701754385964,False,1,,-24233,11.333333333333334,1416098.79,0.0,0.0,0.9298245614035088,,16803.0,,,0.8833922261484098,376345
0.5370699579791587,0.6615637935454053,0.5805434643166462,,0.0293572621035058,1.2972972972972974,False,0,,-14866,18.0,139593.15,3100.5,0.0,0.972972972972973,8.0,31653.0,-1746.2857142857142,,1.0,405077
,0.1591986067262108,,-1690.0,0.051477933830875,0.5875,False,1,,-20028,9.555555555555555,633199.725,9414.0,0.2,0.9375,,15768.0,-2622.0,,0.8340979230961715,362472
0.4311917977993083,0.6763609722413394,0.7813295673474364,,0.0979151943462897,0.0476190476190476,True,1,,-23826,13.75,2752666.155,27000.0,0.0555555555555555,1.1176935197031317,,24939.0,-790.6,,0.9023292986323266,306679
0.4206109640437848,0.7253611028420769,0.7931668041131045,-3859.0,0.0348294096796051,13.552631578947368,True,1,,-15854,29.5,1936088.145,18990.0,0.0,0.7105263157894737,,64998.0,-1690.4,,0.919862906357956,120028
0.4276573700350293,0.7276465634241723,0.7562891157862628,-528.0,0.0697816374048203,0.3762376237623762,False,0,0.0625,-14518,12.0,774416.835,,1.0,1.0,,49900.5,-2410.0,0.0625,0.8891259891526629,224373
0.6528965519806539,0.4092987900289029,,-4060.0,0.1002345215759849,0.4193548387096774,True,0,,-11056,6.8,460163.925,67500.0,0.2,0.9032258064516128,,9616.5,-2063.0,,1.0444773774238474,220483
,0.3388656728754233,,,0.0542472233648704,2.051282051282051,False,1,0.0,-20483,3.0,136691.55,13500.0,0.0,0.8974358974358975,,33232.5,-1531.0,0.025,0.0,343584
0.5832379256761245,0.6160064295009922,,-2237.0,0.058615,3.5531914893617023,False,0,,-10908,16.571428571428573,3283079.76,2250.0,0.1666666666666666,1.682126870832738,,52753.5,-1543.0,,0.817067635043123,277649
,0.3410983334477937,0.7168328399774483,,0.0396534653465346,0.0,False,1,,-20649,27.0,881970.6599999999,11250.0,0.0,1.0,,18022.5,-2331.0,,0.860807437376259,177227
0.5531646987710016,0.3737978563219818,,-1004.0,0.04662,0.1818181818181818,False,1,,-14042,12.0,101207.88,7105.5,0.0,1.0,,20979.0,-710.0,,1.0049646744319267,280127
0.6430255641096323,0.5250575244800479,0.5899389444192787,-1492.0,0.0512258287292817,4.444444444444445,False,1,,-17890,8.0,25977.375,4410.0,0.0,0.8888888888888888,4.0,40054.5,-839.75,,1.179512435360749,356763
0.475849908720221,0.5508426222824204,,,0.0355669410703663,0.5138888888888888,False,1,0.32,-21180,28.0,4849338.915,0.0,0.0,1.6518265789973048,,33363.0,-2481.8571428571427,0.3461538461538461,0.0,258617
0.3001077565791181,0.3972959405384013,0.6813012906952672,-521.0,0.05,0.0410958904109589,False,1,,-21094,22.0,2000002.815,12141.0,0.0,0.9863013698630136,19.0,13500.0,-420.4,,0.8440243079000675,139300
0.746300213050371,0.4111716927566945,,-1382.0,0.0331529529816513,0.0,False,0,,-9779,12.0,260019.0,5701.275,0.0,1.0,6.0,41629.5,-1145.8,,1.0,130510
0.6109913280868294,0.6896259356491925,0.4879767722840874,-1138.0,0.0347577711598268,0.0,True,0,,-16503,12.0,324592.335,0.0,0.0,1.0,10.0,61659.0,-1615.090909090909,,0.938082546999928,233766
,0.4111081620363543,,-2411.0,0.0490410880946961,0.0,False,1,,-11628,8.0,70209.765,0.0,0.0,1.0,,15511.5,,,1.0,392801
0.4276573700350293,0.2285669946318717,,,0.0579151943462897,1.8571428571428568,False,1,,-22472,6.0,75858.03,18013.5,0.0,0.8571428571428571,,14751.0,-1509.0,,1.25,189972
0.5154953751603267,0.3462428340542353,0.6616995447499016,-2660.0,0.05,,True,1,,-10840,,,,,,,10125.0,-755.75,,,217462
0.6626377922738201,0.5987529520882225,,,0.05178,0.0,False,1,,-21903,15.4,655455.4199999999,1593.0,0.2,1.0,3.0,11650.5,-1498.5384615384614,,0.8256266937669376,195073
0.5567274263630174,0.5825068191744277,0.627462918158692,-3262.0,0.0361133333333333,0.925925925925926,False,0,,-11649,12.0,86701.365,8950.5,0.0,0.8888888888888888,3.0,24376.5,-899.0,,1.015340364333653,285881
0.0710551246687366,0.2213576565515606,,,0.0402926945584246,0.1034482758620689,True,1,,-21877,13.2,347418.45,0.0,0.4,0.9331314503441418,,36499.5,-1048.4615384615386,,0.9099449115685706,356952
0.2650494299443805,0.5093491851890706,0.4297782704775629,-903.0,0.05,2.833333333333333,False,0,,-16646,12.0,268537.14,0.0,0.0,0.8333333333333334,9.0,12375.0,-884.0,,0.8248890964277376,308475
0.237916079507114,0.5902659613578322,,,0.0481047619047619,2.702702702702702,False,1,,-22287,13.0,711992.34,0.0,0.0,0.7567567567567568,,22729.5,-1463.625,,0.9351861020343047,165740
0.7091891096653581,0.2442499343622454,,,0.0706249546345358,1.1,False,1,,-20920,10.0,80921.655,3195.0,0.0,1.0,,8757.0,-2356.0,,1.0523212969786293,230683
0.6075573001388961,0.3564739210316624,0.8383986867317997,-1996.0,0.0979549718574108,0.0,False,1,,-12967,9.714285714285714,826513.83,8545.5,0.0,1.0,,23494.5,-1183.0,0.0,0.0,147130
,0.6683452750617586,,-4808.0,0.0398698843905226,0.0,False,1,,-15571,14.5,933892.245,5850.0,0.0,1.0,,24489.0,-2486.0,0.0,0.0,360536
0.3139166772114369,0.357754131753764,,-4570.0,0.051178354409591,0.1153846153846153,False,0,,-14581,24.0,553131.765,0.0,0.0,1.0953939202013123,10.0,56092.5,-408.5,,0.8833947956162675,206542
0.5709165417729987,0.5860867564205454,0.5865904157206205,-90.0,0.0323973256924546,3.272727272727273,True,1,,-16243,10.0,34029.27,3276.0,0.0,1.0,,30528.0,-859.6666666666666,,1.111263946202048,120648
0.4578995512067301,0.2356365759582791,0.1313120054681482,-1805.0,0.0799792889195719,0.5789473684210527,False,0,,-10504,10.5,275980.725,0.0,0.0,0.9736842105263158,,10426.5,-784.7142857142857,,0.7875876191226274,423710
,0.4792232503530309,,,0.1041091160220994,0.68,False,1,,-22226,6.142857142857143,601241.715,8685.0,0.3333333333333333,0.94,,8140.5,,0.0,0.0,387363
0.6832688314232291,0.6822062961410338,,-1850.0,0.0934983050847457,0.0,False,1,,-15411,11.333333333333334,124308.27,4500.0,0.0,1.0,,124119.0,-1847.1666666666667,,1.0050389922015597,182330
0.3979463219016906,0.6134427920280187,,-843.0,0.0671469610260354,0.5348837209302325,False,1,1.1666666666666667,-10357,9.2,390112.335,0.0,0.0,0.9534883720930232,,26716.5,-443.0,2.6666666666666665,0.904475765475191,130785
0.8193176922872417,0.4886381638198589,,,0.06176,0.0,False,1,,-23452,14.0,264061.305,4153.5,0.0833333333333333,1.0,,13896.0,-2102.0,0.0,0.8833922261484098,430870
0.7165702448010511,0.5107317511549447,,-4166.0,0.0510571428571428,0.0,False,0,,-11833,42.85714285714285,2638718.91,0.0,0.4444444444444444,1.5919721163462397,20.0,32166.0,-1809.0,,0.8732099196646874,345093
0.2970866116472028,0.543495624527233,,-4318.0,0.05444,0.1176470588235294,False,0,,-12636,38.0,120196.98,0.0,0.125,1.0,,36747.0,-506.3333333333333,,0.8632512576118613,320541
0.7700870700124128,0.5950857163893832,0.4473036036765913,-3545.0,0.102735785890097,0.2608695652173913,True,0,,-14035,8.0,535660.605,1660.5,0.0,1.2067198976057052,,49023.0,-1737.1666666666667,,0.9736556597212565,320403
0.5495965024956946,0.5936569665233117,0.607689704360225,-1078.0,0.0293297839022862,0.7037037037037037,True,0,,-13029,12.666666666666666,379915.83,16380.0,0.125,0.8518518518518519,,42142.5,-1303.0833333333333,,0.7653422780743611,451740
0.6722428897082422,0.4003631251882316,,-5023.0,0.0293572621035058,2.452380952380953,False,1,,-13363,22.33333333333333,805255.065,3150.0,0.0,0.6785714285714286,,31653.0,-1407.0,,0.736098258601834,352267
0.1634256947313434,0.5007891158446524,0.2662366193262334,-2298.0,0.0732027704800573,0.0714285714285714,False,1,0.0714285714285714,-10893,18.0,460672.335,10665.0,0.25,1.0,20.0,22068.0,-742.25,0.8571428571428571,0.8782715615668365,407546
0.8599241760145402,0.7201336081644234,,,0.0978,0.75,False,0,,-22216,6.0,213861.06,6898.5,0.0,0.8333333333333334,,33007.5,-1897.5,,1.0136480856972825,221088
0.7958031328748403,0.3980240037378026,,,0.0396551724137931,,True,0,,-21793,10.0,,0.0,0.0,,0.0,36535.5,-1719.75,,0.9307740717432348,172478
,0.7247900601971602,,-1983.0,0.0791737794469102,0.0,True,1,,-12954,10.0,102256.83,9450.0,0.0,1.0,,62613.0,,,1.0264457154030404,429255
0.7922644738669378,0.1948421375824418,0.6824536904026279,-987.0,0.0999285714285714,0.2285714285714285,False,1,,-15416,12.0,432159.57,11646.0,0.0,0.9714285714285714,,12591.0,-1239.0,,0.904494382022472,424816
0.3622772470384314,0.2454629387789077,,,0.051450650759219,0.5454545454545454,False,1,0.6,-19462,3.0,43605.675,18000.0,0.0,1.0,,17077.5,-321.6666666666667,3.0,1.0,374141
,0.6369515910874088,0.304861082768604,-2843.0,0.0678690765492102,0.2079207920792079,False,1,0.6470588235294118,-10563,2.6666666666666665,1180793.205,4500.0,0.3333333333333333,1.0,6.0,40216.5,,1.3676470588235294,0.0,186903
0.7380196196295241,0.4608517337795258,0.2324159320390495,-2855.0,0.0332155638642106,0.0454545454545454,False,1,,-10706,22.5,208794.06,4207.5,0.25,1.0,,26145.0,-905.3333333333334,,0.8078715691351631,252044
0.3392876999089139,0.4007884343440685,,-958.0,0.05,0.5757575757575758,False,0,,-13736,30.0,674906.04,0.0,0.3333333333333333,0.8787878787878788,,9000.0,-172.5,,0.7378657969688474,198797
0.7209441499436497,0.2135146020258022,0.6055676765767528,-573.0,0.0727692307692307,0.2058823529411764,True,1,,-11356,17.0,1469319.75,0.0,0.5555555555555556,1.5026624431243023,,25542.0,-1240.25,,0.0,437494
0.2851799046358216,0.6409469629995705,,-1810.0,0.029356,2.689189189189189,False,0,,-18571,17.6,750420.18,22500.0,0.0,0.6621621621621622,7.0,33025.5,-1577.5,,0.907737554918122,339777
,0.0520463703509314,0.3149116215142205,-1158.0,0.0586273056294422,0.225,False,0,0.2272727272727272,-12247,13.076923076923077,2364638.85,18900.0,0.1333333333333333,0.9666666666666668,14.0,48402.0,-1657.3333333333333,0.2272727272727272,0.7378803158127751,356479
0.501075160239048,0.5801224313908009,,,0.0700752874989658,0.4473684210526316,False,1,,-23746,14.4,885452.76,1845.0,0.0,0.9078947368421052,,19057.5,-987.5,,0.9023266144705424,215167
0.4686596550493113,0.2652563401861944,,,0.0563831429453535,0.0,False,1,,-22257,11.0,326691.36,16083.0,0.0,1.0,,13149.0,-1689.7142857142858,,1.0,339095
0.5406544504453575,0.6797740133233875,0.5391983769007159,-720.0,0.0794620253164557,0.8571428571428571,False,1,,-13863,3.0,103684.95,22500.0,0.0,0.7142857142857143,6.0,22599.0,-779.5,0.0,1.0,379215
0.7503751495159068,0.7178627028002169,,-2696.0,0.0483175961941668,0.0,False,0,,-15784,12.0,304623.18,0.0,0.0,1.0,10.0,30073.5,-1442.5,,1.0,101204
